Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Status
ld-p106-trainings-top-flow,Trainings-Top „Flow“,"<p>p106</p><p><strong>Gut zu wissen:</strong> Federleicht und atmungsaktiv, bleibt geruchsneutral. Bei 30 °C waschen.</p><p><strong>Material:</strong> 100 % recyceltes Polyester</p>",LA DOCCIA,Mode,"Mode,sport,damen,KI-Bild",TRUE,Größe,XS,,,LD-P106-XS,,shopify,25,deny,manual,49,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/106_a.jpg,1,Trainings-Top „Flow“,,active
ld-p106-trainings-top-flow,,,,,,,,S,,,LD-P106-S,,shopify,25,deny,manual,49,TRUE,TRUE,,,,,
ld-p106-trainings-top-flow,,,,,,,,M,,,LD-P106-M,,shopify,25,deny,manual,49,TRUE,TRUE,,,,,
ld-p106-trainings-top-flow,,,,,,,,L,,,LD-P106-L,,shopify,25,deny,manual,49,TRUE,TRUE,,,,,
ld-p106-trainings-top-flow,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/106_b.jpg,2,Trainings-Top „Flow“,,
ld-p106-trainings-top-flow,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/106_a_v2.jpg,3,Trainings-Top „Flow“,,
ld-p106-trainings-top-flow,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/106_a_v3.jpg,4,Trainings-Top „Flow“,,
ld-p108-sporttasche-palestra,Sporttasche „Palestra“,"<p>p108</p><p><strong>Gut zu wissen:</strong> Wasserabweisendes Gewebe, Schuhfach, abwischbarer Boden. Bei 30 °C von Hand waschen.</p><p><strong>Material:</strong> 100 % recyceltes Polyester</p>",LA DOCCIA,Mode,"Mode,sport,damen,KI-Bild",TRUE,Farbe,Weiß,,,LD-P108-WEI,,shopify,25,deny,manual,89,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/108_neu_a.jpg,1,Sporttasche „Palestra“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/108_neu_a.jpg,active
ld-p108-sporttasche-palestra,,,,,,,,Schwarz,,,LD-P108-SCH,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/108_schwarz.jpg,
ld-p108-sporttasche-palestra,,,,,,,,Türkis,,,LD-P108-TÜR,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/108_tuerkis.jpg,
ld-p108-sporttasche-palestra,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/108_neu_a_v2.jpg,2,Sporttasche „Palestra“,,
ld-p108-sporttasche-palestra,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/108_neu_a_v3.jpg,3,Sporttasche „Palestra“,,
ld-p109-trinkflasche-idra-750-ml,"Trinkflasche „Idra“, 750 ml","<p>p109</p><p><strong>Gut zu wissen:</strong> Auslaufsicher, passt in gängige Flaschenhalter. Von Hand spülen, nicht für kohlensäurehaltige Getränke.</p>",LA DOCCIA,Mode,"Mode,sport,damen,KI-Bild",TRUE,Title,Default Title,,,LD-P109,,shopify,25,deny,manual,29,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/109_a.jpg,1,"Trinkflasche „Idra“, 750 ml",,active
ld-p109-trinkflasche-idra-750-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/109_b.jpg,2,"Trinkflasche „Idra“, 750 ml",,
ld-p109-trinkflasche-idra-750-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/109_a_v2.jpg,3,"Trinkflasche „Idra“, 750 ml",,
ld-p109-trinkflasche-idra-750-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/109_a_v3.jpg,4,"Trinkflasche „Idra“, 750 ml",,
ld-p128-eau-de-parfum-blocco-50-ml,"Eau de Parfum „Blocco“, 50 ml","<p>p128</p><p><strong>Gut zu wissen:</strong> 14 % Duftölanteil: Ambra, Zeder und ein Hauch Salz. Design geschützt, Erstveröffentlichung dokumentiert.</p>",LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P128,,shopify,25,deny,manual,159,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/128_a.jpg,1,"Eau de Parfum „Blocco“, 50 ml",,active
ld-p128-eau-de-parfum-blocco-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/128_b.jpg,2,"Eau de Parfum „Blocco“, 50 ml",,
ld-p128-eau-de-parfum-blocco-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/128_c.jpg,3,"Eau de Parfum „Blocco“, 50 ml",,
ld-p131-hemd-camicia,Hemd „Camicia“,"<p>p131</p><p><strong>Gut zu wissen:</strong> Sichtbare Nähte als Markenzeichen — wirkt unzerreißbar. Bei 40 °C waschen, bügelleicht.</p><p><strong>Material:</strong> 100 % Baumwolle (Oxford)</p>",LA DOCCIA,Mode,"Mode,oberteile,herren,KI-Bild",TRUE,Größe,S,,,LD-P131-S,,shopify,25,deny,manual,149,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/131_a.jpg,1,Hemd „Camicia“,,active
ld-p131-hemd-camicia,,,,,,,,M,,,LD-P131-M,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p131-hemd-camicia,,,,,,,,L,,,LD-P131-L,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p131-hemd-camicia,,,,,,,,XL,,,LD-P131-XL,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p131-hemd-camicia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/131_a_v2.jpg,2,Hemd „Camicia“,,
ld-p131-hemd-camicia,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/131_a_v3.jpg,3,Hemd „Camicia“,,
ld-p132-sneaker-scintilla,Sneaker „Scintilla“,"<p>p132</p><p><strong>Gut zu wissen:</strong> Kristallbesatz aus geschliffenem Acryl, geprägtes LA DOCCIA an der Ferse. Mit Ledertuch pflegen.</p><p><strong>Material:</strong> Leder, Gummisohle</p>",LA DOCCIA,Mode,"Mode,schuhe,damen,KI-Bild",TRUE,Größe,36,Farbe,Weiß,LD-P132-36-WEI,,shopify,25,deny,manual,229,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a.jpg,1,Sneaker „Scintilla“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a.jpg,active
ld-p132-sneaker-scintilla,,,,,,,,36,,Schwarz,LD-P132-36-SCH,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_schwarz.jpg,
ld-p132-sneaker-scintilla,,,,,,,,37,,Weiß,LD-P132-37-WEI,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a.jpg,
ld-p132-sneaker-scintilla,,,,,,,,37,,Schwarz,LD-P132-37-SCH,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_schwarz.jpg,
ld-p132-sneaker-scintilla,,,,,,,,38,,Weiß,LD-P132-38-WEI,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a.jpg,
ld-p132-sneaker-scintilla,,,,,,,,38,,Schwarz,LD-P132-38-SCH,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_schwarz.jpg,
ld-p132-sneaker-scintilla,,,,,,,,39,,Weiß,LD-P132-39-WEI,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a.jpg,
ld-p132-sneaker-scintilla,,,,,,,,39,,Schwarz,LD-P132-39-SCH,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_schwarz.jpg,
ld-p132-sneaker-scintilla,,,,,,,,40,,Weiß,LD-P132-40-WEI,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a.jpg,
ld-p132-sneaker-scintilla,,,,,,,,40,,Schwarz,LD-P132-40-SCH,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_schwarz.jpg,
ld-p132-sneaker-scintilla,,,,,,,,41,,Weiß,LD-P132-41-WEI,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a.jpg,
ld-p132-sneaker-scintilla,,,,,,,,41,,Schwarz,LD-P132-41-SCH,,shopify,25,deny,manual,229,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_schwarz.jpg,
ld-p132-sneaker-scintilla,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a_v2.jpg,2,Sneaker „Scintilla“,,
ld-p132-sneaker-scintilla,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/132_a_v3.jpg,3,Sneaker „Scintilla“,,
ld-p133-t-shirt-cucitura,T-Shirt „Cucitura“,"<p>p133</p><p><strong>Gut zu wissen:</strong> Sichtbare Kontrastnähte als Markenzeichen. Bei 30 °C auf links waschen.</p><p><strong>Material:</strong> 100 % Baumwolle, 240 g/m²</p>",LA DOCCIA,Mode,"Mode,oberteile,herren,KI-Bild",TRUE,Größe,S,Farbe,Weiß,LD-P133-S-WEI,,shopify,25,deny,manual,99,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_weiss.jpg,1,T-Shirt „Cucitura“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_weiss.jpg,active
ld-p133-t-shirt-cucitura,,,,,,,,S,,Gelb,LD-P133-S-GEL,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_gelb.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,S,,Türkis,LD-P133-S-TÜR,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_tuerkis.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,S,,Violett,LD-P133-S-VIO,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_violett.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,M,,Weiß,LD-P133-M-WEI,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_weiss.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,M,,Gelb,LD-P133-M-GEL,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_gelb.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,M,,Türkis,LD-P133-M-TÜR,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_tuerkis.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,M,,Violett,LD-P133-M-VIO,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_violett.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,L,,Weiß,LD-P133-L-WEI,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_weiss.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,L,,Gelb,LD-P133-L-GEL,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_gelb.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,L,,Türkis,LD-P133-L-TÜR,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_tuerkis.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,L,,Violett,LD-P133-L-VIO,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_violett.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,XL,,Weiß,LD-P133-XL-WEI,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_weiss.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,XL,,Gelb,LD-P133-XL-GEL,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_gelb.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,XL,,Türkis,LD-P133-XL-TÜR,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_tuerkis.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,XL,,Violett,LD-P133-XL-VIO,,shopify,25,deny,manual,99,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_violett.jpg,
ld-p133-t-shirt-cucitura,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_weiss_v2.jpg,2,T-Shirt „Cucitura“,,
ld-p133-t-shirt-cucitura,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/133_weiss_v3.jpg,3,T-Shirt „Cucitura“,,
ld-p134-t-shirt-giorno,T-Shirt „Giorno“,"<p>p134</p><p><strong>Gut zu wissen:</strong> Dichte, weiche Baumwolle. Bei 30 °C auf links waschen.</p><p><strong>Material:</strong> 100 % Baumwolle</p>",LA DOCCIA,Mode,"Mode,oberteile,damen,KI-Bild",TRUE,Größe,XS,Farbe,Weiß,LD-P134-XS-WEI,,shopify,25,deny,manual,89,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_weiss.jpg,1,T-Shirt „Giorno“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_weiss.jpg,active
ld-p134-t-shirt-giorno,,,,,,,,XS,,Gelb,LD-P134-XS-GEL,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_gelb.jpg,
ld-p134-t-shirt-giorno,,,,,,,,XS,,Türkis,LD-P134-XS-TÜR,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_tuerkis.jpg,
ld-p134-t-shirt-giorno,,,,,,,,XS,,Violett,LD-P134-XS-VIO,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_violett.jpg,
ld-p134-t-shirt-giorno,,,,,,,,S,,Weiß,LD-P134-S-WEI,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_weiss.jpg,
ld-p134-t-shirt-giorno,,,,,,,,S,,Gelb,LD-P134-S-GEL,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_gelb.jpg,
ld-p134-t-shirt-giorno,,,,,,,,S,,Türkis,LD-P134-S-TÜR,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_tuerkis.jpg,
ld-p134-t-shirt-giorno,,,,,,,,S,,Violett,LD-P134-S-VIO,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_violett.jpg,
ld-p134-t-shirt-giorno,,,,,,,,M,,Weiß,LD-P134-M-WEI,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_weiss.jpg,
ld-p134-t-shirt-giorno,,,,,,,,M,,Gelb,LD-P134-M-GEL,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_gelb.jpg,
ld-p134-t-shirt-giorno,,,,,,,,M,,Türkis,LD-P134-M-TÜR,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_tuerkis.jpg,
ld-p134-t-shirt-giorno,,,,,,,,M,,Violett,LD-P134-M-VIO,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_violett.jpg,
ld-p134-t-shirt-giorno,,,,,,,,L,,Weiß,LD-P134-L-WEI,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_weiss.jpg,
ld-p134-t-shirt-giorno,,,,,,,,L,,Gelb,LD-P134-L-GEL,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_gelb.jpg,
ld-p134-t-shirt-giorno,,,,,,,,L,,Türkis,LD-P134-L-TÜR,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_tuerkis.jpg,
ld-p134-t-shirt-giorno,,,,,,,,L,,Violett,LD-P134-L-VIO,,shopify,25,deny,manual,89,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_violett.jpg,
ld-p134-t-shirt-giorno,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_weiss_v2.jpg,2,T-Shirt „Giorno“,,
ld-p134-t-shirt-giorno,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/134_weiss_v3.jpg,3,T-Shirt „Giorno“,,
ld-p135-runner-corsa,Runner „Corsa“,"<p>p135</p><p><strong>Gut zu wissen:</strong> Dämpfende Sohle, herausnehmbares Fußbett. Mit Imprägnierspray schützen.</p><p><strong>Material:</strong> Mesh, Veloursleder, Gummisohle</p>",LA DOCCIA,Mode,"Mode,schuhe,KI-Bild",TRUE,Größe,37,,,LD-P135-37,,shopify,25,deny,manual,199,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/135_a.jpg,1,Runner „Corsa“,,active
ld-p135-runner-corsa,,,,,,,,38,,,LD-P135-38,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p135-runner-corsa,,,,,,,,39,,,LD-P135-39,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p135-runner-corsa,,,,,,,,40,,,LD-P135-40,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p135-runner-corsa,,,,,,,,41,,,LD-P135-41,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p135-runner-corsa,,,,,,,,42,,,LD-P135-42,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p135-runner-corsa,,,,,,,,43,,,LD-P135-43,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p135-runner-corsa,,,,,,,,44,,,LD-P135-44,,shopify,25,deny,manual,199,TRUE,TRUE,,,,,
ld-p135-runner-corsa,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/135_a_v2.jpg,2,Runner „Corsa“,,
ld-p135-runner-corsa,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/135_a_v3.jpg,3,Runner „Corsa“,,
ld-p136-handtasche-quadra-mini,Handtasche „Quadra Mini“,"<p>p136</p><p><strong>Gut zu wissen:</strong> Kette abnehmbar, Platz für Telefon, Karte und Lippenbalsam. Goldene Hardware.</p><p><strong>Material:</strong> Genarbtes Leder, goldene Kette</p>",LA DOCCIA,Mode,"Mode,taschen,damen,KI-Bild",TRUE,Title,Default Title,,,LD-P136,,shopify,25,deny,manual,229,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/136_a.jpg,1,Handtasche „Quadra Mini“,,active
ld-p136-handtasche-quadra-mini,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/136_a_v2.jpg,2,Handtasche „Quadra Mini“,,
ld-p136-handtasche-quadra-mini,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/136_a_v3.jpg,3,Handtasche „Quadra Mini“,,
ld-p137-baguette-lunga,Baguette „Lunga“,"<p>p137</p><p><strong>Gut zu wissen:</strong> Unter den Arm oder in die Hand — Magnetverschluss, goldene Füße am Boden.</p><p><strong>Material:</strong> Genarbtes Leder</p>",LA DOCCIA,Mode,"Mode,taschen,damen,KI-Bild",TRUE,Title,Default Title,,,LD-P137,,shopify,25,deny,manual,249,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/137_a.jpg,1,Baguette „Lunga“,,active
ld-p137-baguette-lunga,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/137_a_v2.jpg,2,Baguette „Lunga“,,
ld-p137-baguette-lunga,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/137_a_v3.jpg,3,Baguette „Lunga“,,
ld-p138-sommerhemd-quadri,Sommerhemd „Quadri“,"<p>p138</p><p><strong>Gut zu wissen:</strong> Reverskragen, gerader Saum — lässt sich offen oder geschlossen tragen. Bei 30 °C waschen.</p><p><strong>Material:</strong> 100 % Baumwolle</p>",LA DOCCIA,Mode,"Mode,oberteile,herren,KI-Bild",TRUE,Größe,S,,,LD-P138-S,,shopify,25,deny,manual,129,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/138_a.jpg,1,Sommerhemd „Quadri“,,active
ld-p138-sommerhemd-quadri,,,,,,,,M,,,LD-P138-M,,shopify,25,deny,manual,129,TRUE,TRUE,,,,,
ld-p138-sommerhemd-quadri,,,,,,,,L,,,LD-P138-L,,shopify,25,deny,manual,129,TRUE,TRUE,,,,,
ld-p138-sommerhemd-quadri,,,,,,,,XL,,,LD-P138-XL,,shopify,25,deny,manual,129,TRUE,TRUE,,,,,
ld-p138-sommerhemd-quadri,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/138_a_v2.jpg,2,Sommerhemd „Quadri“,,
ld-p138-sommerhemd-quadri,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/138_a_v3.jpg,3,Sommerhemd „Quadri“,,
ld-p140-eau-de-parfum-duo-30-ml,"Eau de Parfum „Duo“, 30 ml",<p>p140</p><p><strong>Gut zu wissen:</strong> 12 % Duftölanteil. Handlich fürs Regal und die Reise.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P140,,shopify,25,deny,manual,99,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/140_a.jpg,1,"Eau de Parfum „Duo“, 30 ml",,active
ld-p140-eau-de-parfum-duo-30-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/140_b.jpg,2,"Eau de Parfum „Duo“, 30 ml",,
ld-p140-eau-de-parfum-duo-30-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/140_c.jpg,3,"Eau de Parfum „Duo“, 30 ml",,
ld-p161-eau-de-parfum-duo-vetro-30-ml,"Eau de Parfum „Duo Vetro“, 30 ml",<p>p161</p><p><strong>Gut zu wissen:</strong> Satinierte Glas-Edition — dieselbe Duftkomposition wie „Duo“. Design geschützt.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P161,,shopify,25,deny,manual,99,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/140_glas_a.jpg,1,"Eau de Parfum „Duo Vetro“, 30 ml",,active
ld-p161-eau-de-parfum-duo-vetro-30-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/140_glas_b.jpg,2,"Eau de Parfum „Duo Vetro“, 30 ml",,
ld-p161-eau-de-parfum-duo-vetro-30-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/140_glas_c.jpg,3,"Eau de Parfum „Duo Vetro“, 30 ml",,
ld-p141-eau-de-parfum-piccolo-15-ml,"Eau de Parfum „Piccolo“, 15 ml",<p>p141</p><p><strong>Gut zu wissen:</strong> Flugtauglich unter 100 ml. Auch schön als Geschenk zum Kennenlernen.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P141,,shopify,25,deny,manual,59,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/141_a.jpg,1,"Eau de Parfum „Piccolo“, 15 ml",,active
ld-p141-eau-de-parfum-piccolo-15-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/141_b.jpg,2,"Eau de Parfum „Piccolo“, 15 ml",,
